"2000907","Microwave oven ()","Washing machine ()","Dish washer (12 place setting)","Clothes drier (without condenser) ()","Site consumption ()","Water heater ()","Total site light consumption ()"
"2000911","Total site light consumption ()","Electric Cooker (hot plate+oven) ()","Washing machine ()","TV (51cm)","Non halogen lamp 3 ()","Non halogen lamp 2 ()","Non halogen lamp 1 ()","Site consumption ()","Fridge freezer (Kitchen, 217l/48l)","Non halogen lamp 4 ()"
"2000910","Fridge freezer (Kitchen, 190l/55l)","TV ()","Electric Cooker (hot plate+oven) ()","Dish washer (12 place setting)","Washing machine ()","Total site light consumption ()","Halogen lamp 1 (0,5kW)","Microwave oven (Fonte, 1,35kW)","Site consumption ()","Vertical freezer (Kitchen, 120l)"
"2000906","Total site light consumption ()","Washing machine (800rpm)","Electric Cooker (hot plate+oven) ()","TV (70cm)","Non halogen lamp 1 (0,5kW)","Fridge freezer (267l/48l)","Vertical freezer (288l)","TV ()","Site consumption ()","Microwave oven (1,2kW)"
"2000901","Washing machine (4,5kg, 2,2kW)","Fridge (Kitchen, 200l)","Clothes drier (without condenser) (3,2kW)","Non halogen lamp 1 ()","Dish washer (12 place setting)","Site consumption ()","Non halogen lamp 2 ()","Microwave oven (1,25kW)","Chest freezer (Kitchen, 200l)","Total site light consumption ()","TV (67cm)"
"2000917","Microwave oven ()","Electric Cooker (hot plate+oven) ()","Site consumption ()","Dish washer (12 place setting, 2,3kW)","Washing machine (5kg, 2,15kW)","Fridge (Kitchen, 310l)","TV (51cm)","Non halogen lamp 2 ()","Non halogen lamp 1 ()","TV (67cm)","Total site light consumption ()"
"2000916","Dish washer (12 place setting)","Site consumption ()","Hot plate ()","Total site light consumption ()","TV (70cm)","Washing machine ()","TV (36cm)","TV (36cm)","Chest freezer (Garage, 300l)","Electric oven (Pyrolysis, 3,1kW)","Microwave oven (1,6kW)"
"2000900","Power supply for wood boiler ()","Washing machine ()","Site consumption ()","Vertical freezer (Cellar, 145l)","Water heater ()","Halogen lamp 1 (0,5kW)","Fridge (Kitchen, 180l)","Total site light consumption ()"
"2000915","Water heater ()","Total site light consumption (36cm)","Washing machine ()","Clothes drier (without condenser) ()","Chest freezer (Garage, 440l)","Site consumption ()","Heat pump ()","Microwave oven ()","Heat pump water heater ()","Electric Cooker (hot plate+oven) ()","TV (63cm)","TV ()"
"2000903","Washing machine (3,25kW)","Chest freezer (273l)","Halogen lamp 4 ()","Halogen lamp 2 ()","Dish washer (12 place setting)","Halogen lamp 3 ()","Halogen lamp 1 ()","Power supply for fuel boiler ()","Site consumption ()"
"2000918","Fridge freezer (190l/50l)","Electric Cooker (hot plate+oven) ()","Halogen lamp 1 (0,5kW)"
"2000902","Washing machine (5kg,750rpm)","TV (36cm)","Total site light consumption ()","Microwave oven ()","Clothes drier (without condenser) ()","Halogen lamp 1 (0,5kW)","Site consumption ()","Water heater ()","Fridge freezer (Kitchen, 203l/117l)","Electric Cooker (hot plate+oven) ()"
"2000914","Electric heating (altogether) ()","Halogen lamp 1 ()","Microwave oven (1,2kW)","Water heater ()","Washing machine (2,2kW)","TV (67cm)","Fridge (Kitchen, 300l)","Vertical freezer (Storeroom, 280l)","Total site light consumption ()","Clothes drier (without condenser) (2,5kW)","TV (51cm)","Dish washer (12 place setting)","Electric Cooker (hot plate+oven) (5,1kW)","Site consumption ()"
"2000909","Halogen lamp 1 ()","Microwave oven ()","Washing machine ()","Total site light consumption ()","Electric heating (altogether) ()","Fridge freezer (Kitchen, 221l/87l)","Electric Cooker (hot plate+oven) (3 radiant)","TV (78cm)","Site consumption ()","Water heater ()"
"2000913","Fridge freezer (Kitchen, 195l/152l)","Site consumption ()","Washing machine ()","Power supply for fuel boiler ()","TV (67cm)","Microwave oven (1,1kW)","Halogen lamp 1 (0,5kW)","Total site light consumption ()"
"2000905","Site consumption ()","Washing machine ()","Chest freezer (Storeroom, 191l)","Fridge freezer (172l/94l)","Total site light consumption ()","Halogen lamp 1 (0,5kW)","TV (36cm)","Microwave oven (0,7kW)"
"2000904","Non halogen lamp 2 ()","Halogen lamp 1 ()","Washing machine (5kg)","Non halogen lamp 1 ()","Clothes drier (without condenser) (5kg)","Chest freezer (Garage, 200l)","Water heater ()","Site consumption ()","Electric Cooker (hot plate+oven) ()","Total site light consumption ()"
"2000912","Site consumption ()","TV (67cm)","Total site light consumption ()","Washing machine ()","Vertical freezer (Storeroom, 145l)","Fridge freezer (Kitchen, 325l/75l)","Non halogen lamp 1 ()","Electric Cooker (hot plate+oven) (1,5kW)","Non halogen lamp 2 ()"
"2000908","Hot plate (3 gas, 1elec)","Dish washer (12 place setting)","Washing machine ()","Fridge freezer (Kitchen, 182l/48l)","TV (51cm)","Clothes drier (with condenser) ()","Site consumption ()","Electric oven ()","Microwave oven (1,35kW)","Vertical freezer (Kitchen, 265l)","Total site light consumption ()"
